HMMProfile	protein_id	evalue	Coverage	ProfileLength	ProfileStart	GeneLength	ProfileEnd	GeneStart	GeneEnd	Strain
GH109.hmm	WP_058104040.1	4.60E-48	0.98	126	2	450	126	36	160	Maribacter dokdonensis DSW-8
GH1.hmm	WP_058104046.1	4.10E-151	0.99	429	3	453	427	12	452	Maribacter dokdonensis DSW-8
CBM9.hmm	WP_058104051.1	2.50E-43	0.84	182	1	363	154	49	225	Maribacter dokdonensis DSW-8
GT4.hmm	WP_058104075.1	2.70E-34	0.94	160	3	413	154	237	381	Maribacter dokdonensis DSW-8
GT4.hmm	WP_058104078.1	2.90E-18	0.94	160	5	329	156	158	297	Maribacter dokdonensis DSW-8
GT4.hmm	WP_058104079.1	1.50E-27	0.98	160	3	388	159	206	363	Maribacter dokdonensis DSW-8
CE14.hmm	WP_058104219.1	1.40E-22	0.99	124	1	294	124	27	137	Maribacter dokdonensis DSW-8
CBM9.hmm	WP_058104325.1	4.40E-22	0.8	182	1	876	147	44	198	Maribacter dokdonensis DSW-8
GH63.hmm	WP_058104339.1	1.70E-49	0.36	570	362	437	566	33	435	Maribacter dokdonensis DSW-8
AA3.hmm	WP_058104396.1	2.30E-46	0.51	618	87	567	401	4	561	Maribacter dokdonensis DSW-8
AA3.hmm	WP_058104402.1	3.40E-53	0.52	618	80	570	402	3	566	Maribacter dokdonensis DSW-8
GT2_Glycos_transf_2.hmm	WP_058104419.1	4.40E-30	0.96	170	1	477	165	122	289	Maribacter dokdonensis DSW-8
GH74.hmm	WP_058104426.1	3.10E-16	0.39	233	22	1041	112	144	244	Maribacter dokdonensis DSW-8
GH109.hmm	WP_058104479.1	2.30E-16	0.93	126	3	485	120	49	159	Maribacter dokdonensis DSW-8
GT51.hmm	WP_058104501.1	8.80E-58	0.99	177	1	781	176	67	244	Maribacter dokdonensis DSW-8
GT9.hmm	WP_058104547.1	9.40E-31	0.89	225	2	334	202	59	287	Maribacter dokdonensis DSW-8
GT4.hmm	WP_058104555.1	3.90E-29	0.92	160	8	361	155	182	330	Maribacter dokdonensis DSW-8
GT4.hmm	WP_058104556.1	6.10E-23	0.88	160	7	373	148	184	326	Maribacter dokdonensis DSW-8
AA2.hmm	WP_058104581.1	1.70E-16	0.43	255	8	748	118	87	199	Maribacter dokdonensis DSW-8
GH16_15.hmm	WP_058104714.1	8.70E-108	1	231	1	332	231	84	327	Maribacter dokdonensis DSW-8
GH117.hmm	WP_058104716.1	5.00E-50	0.56	211	1	389	120	85	214	Maribacter dokdonensis DSW-8
GH13_4.hmm	WP_058104774.1	4.90E-179	1	400	2	643	400	101	499	Maribacter dokdonensis DSW-8
GT5.hmm	WP_058104846.1	1.40E-45	0.47	472	1	269	221	5	235	Maribacter dokdonensis DSW-8
GT83.hmm	WP_058104863.1	1.40E-20	0.64	540	4	493	347	16	346	Maribacter dokdonensis DSW-8
GT2_Glycos_transf_2.hmm	WP_058104932.1	5.80E-26	0.97	170	2	242	167	6	170	Maribacter dokdonensis DSW-8
GH65.hmm	WP_058104996.1	3.60E-146	0.99	372	1	767	371	323	702	Maribacter dokdonensis DSW-8
GH13_38.hmm	WP_058104997.1	1.00E-179	0.99	375	1	591	374	31	426	Maribacter dokdonensis DSW-8
GT2_Glyco_tranf_2_3.hmm	WP_058105027.1	9.40E-28	0.98	230	1	494	227	56	283	Maribacter dokdonensis DSW-8
GT2_Glycos_transf_2.hmm	WP_058105028.1	5.40E-22	0.83	170	2	229	143	6	139	Maribacter dokdonensis DSW-8
GT2_Glycos_transf_2.hmm	WP_058105035.1	3.00E-19	0.74	170	1	234	126	9	127	Maribacter dokdonensis DSW-8
GT19.hmm	WP_058105049.1	2.10E-124	0.99	354	2	373	352	4	353	Maribacter dokdonensis DSW-8
GH23.hmm	WP_058105113.1	4.70E-25	0.87	135	2	542	120	175	309	Maribacter dokdonensis DSW-8
PL6.hmm	WP_058105195.1	1.10E-125	0.99	372	2	772	371	26	410	Maribacter dokdonensis DSW-8
PL17.hmm	WP_058105198.1	1.80E-52	0.98	139	1	743	137	401	535	Maribacter dokdonensis DSW-8
PL6.hmm	WP_058105199.1	9.30E-143	0.98	372	3	777	369	27	395	Maribacter dokdonensis DSW-8
PL12.hmm	WP_058105200.1	2.20E-23	0.98	138	3	741	138	413	556	Maribacter dokdonensis DSW-8
PL6.hmm	WP_058105201.1	3.80E-130	0.99	372	2	772	371	26	410	Maribacter dokdonensis DSW-8
GH3.hmm	WP_058105208.1	2.80E-71	0.99	216	3	756	216	94	315	Maribacter dokdonensis DSW-8
CE1.hmm	WP_058105209.1	2.90E-28	0.6	227	6	264	142	37	190	Maribacter dokdonensis DSW-8
GH144.hmm	WP_058105210.1	9.50E-188	0.99	404	2	452	403	37	447	Maribacter dokdonensis DSW-8
GH73.hmm	WP_058105232.1	1.80E-34	0.98	128	2	274	128	76	205	Maribacter dokdonensis DSW-8
PL7.hmm	WP_058105266.1	9.90E-59	1	231	1	303	231	52	303	Maribacter dokdonensis DSW-8
CBM48.hmm	WP_058105351.1	4.20E-18	0.92	76	3	598	73	11	92	Maribacter dokdonensis DSW-8
GH13_9.hmm	WP_058105351.1	6.20E-77	0.99	301	1	598	299	148	447	Maribacter dokdonensis DSW-8
GH144.hmm	WP_058105355.1	2.60E-183	0.99	404	2	449	403	32	446	Maribacter dokdonensis DSW-8
GH88.hmm	WP_058105386.1	5.00E-127	0.98	329	6	399	329	67	386	Maribacter dokdonensis DSW-8
CE1.hmm	WP_058105388.1	3.20E-52	0.96	227	1	277	219	31	262	Maribacter dokdonensis DSW-8
GH97.hmm	WP_058105389.1	9.90E-149	0.99	631	4	668	630	20	664	Maribacter dokdonensis DSW-8
GH141.hmm	WP_058105390.1	3.00E-57	0.99	527	2	787	523	23	541	Maribacter dokdonensis DSW-8
GH29.hmm	WP_058105391.1	1.20E-115	0.92	346	26	449	346	21	366	Maribacter dokdonensis DSW-8
PL33_2.hmm	WP_058105394.1	8.30E-40	0.98	151	1	650	149	438	582	Maribacter dokdonensis DSW-8
GH117.hmm	WP_058105395.1	2.20E-19	0.75	211	51	365	210	187	341	Maribacter dokdonensis DSW-8
GH28.hmm	WP_058105404.1	7.20E-42	0.65	325	69	511	280	226	442	Maribacter dokdonensis DSW-8
GH29.hmm	WP_058105437.1	1.20E-96	0.95	346	16	521	346	19	391	Maribacter dokdonensis DSW-8
GH117.hmm	WP_058105438.1	2.10E-49	0.59	211	2	400	126	102	236	Maribacter dokdonensis DSW-8
GH117.hmm	WP_058105446.1	2.70E-52	0.67	211	2	417	143	89	243	Maribacter dokdonensis DSW-8
GH109.hmm	WP_058105448.1	4.50E-18	0.96	126	2	445	123	59	183	Maribacter dokdonensis DSW-8
CE1.hmm	WP_058105457.1	1.60E-37	0.95	227	4	269	219	30	258	Maribacter dokdonensis DSW-8
GH16_16.hmm	WP_058105461.1	6.80E-104	1	246	1	348	246	76	343	Maribacter dokdonensis DSW-8
GH117.hmm	WP_058105463.1	7.40E-50	0.55	211	1	381	117	75	202	Maribacter dokdonensis DSW-8
GH85.hmm	WP_058105477.1	1.50E-90	0.98	315	5	635	314	89	394	Maribacter dokdonensis DSW-8
GH109.hmm	WP_058105504.1	5.40E-24	0.94	126	2	457	120	41	157	Maribacter dokdonensis DSW-8
AA3.hmm	WP_058105506.1	1.60E-57	0.52	618	83	573	404	3	571	Maribacter dokdonensis DSW-8
PL40.hmm	WP_058105511.1	1.40E-250	0.97	873	19	918	864	2	901	Maribacter dokdonensis DSW-8
GH29.hmm	WP_058105518.1	3.80E-119	0.96	346	15	518	346	24	402	Maribacter dokdonensis DSW-8
GH5_4.hmm	WP_058105525.1	5.70E-93	0.99	276	3	370	275	70	341	Maribacter dokdonensis DSW-8
GH43_18.hmm	WP_058105583.1	5.90E-94	0.99	229	2	315	229	66	295	Maribacter dokdonensis DSW-8
GH2.hmm	WP_058105594.1	7.70E-223	0.97	752	18	1063	751	58	942	Maribacter dokdonensis DSW-8
GH109.hmm	WP_058105643.1	7.70E-22	0.98	126	1	378	124	8	121	Maribacter dokdonensis DSW-8
CBM9.hmm	WP_058105674.1	3.40E-18	0.87	182	2	732	161	38	207	Maribacter dokdonensis DSW-8
GT51.hmm	WP_058105675.1	1.90E-57	0.98	177	4	753	177	69	247	Maribacter dokdonensis DSW-8
GT83.hmm	WP_058105707.1	7.00E-30	0.59	540	31	457	350	31	346	Maribacter dokdonensis DSW-8
CBM48.hmm	WP_058105753.1	2.30E-17	0.89	76	2	631	70	29	116	Maribacter dokdonensis DSW-8
GH31.hmm	WP_058105754.1	5.00E-167	1	427	1	800	427	229	673	Maribacter dokdonensis DSW-8
GH43_1.hmm	WP_058105816.1	2.30E-164	1	310	1	339	310	22	331	Maribacter dokdonensis DSW-8
GT27.hmm	WP_058105879.1	1.40E-18	0.79	295	2	333	236	5	231	Maribacter dokdonensis DSW-8
GH10.hmm	WP_058105915.1	1.60E-108	0.99	303	1	361	302	18	354	Maribacter dokdonensis DSW-8
GT28.hmm	WP_058106028.1	3.80E-48	0.99	157	2	362	157	194	349	Maribacter dokdonensis DSW-8
GT2_Glycos_transf_2.hmm	WP_082642918.1	7.20E-16	0.84	170	2	296	144	12	158	Maribacter dokdonensis DSW-8
GH3.hmm	WP_082642942.1	8.80E-68	0.98	216	3	854	215	61	303	Maribacter dokdonensis DSW-8
CBM67.hmm	WP_082642968.1	2.90E-30	0.94	176	1	801	166	35	217	Maribacter dokdonensis DSW-8
GH78.hmm	WP_082642968.1	4.00E-92	0.98	504	7	801	502	276	779	Maribacter dokdonensis DSW-8
PL7.hmm	WP_082642983.1	6.40E-51	1	231	1	304	231	58	304	Maribacter dokdonensis DSW-8
GH95.hmm	WP_082642990.1	2.50E-295	0.99	722	3	840	718	30	780	Maribacter dokdonensis DSW-8
GH97.hmm	WP_082642992.1	3.60E-149	0.98	631	11	642	630	27	638	Maribacter dokdonensis DSW-8
GH2.hmm	WP_082642995.1	1.00E-104	0.82	752	24	973	640	34	743	Maribacter dokdonensis DSW-8
GH16_12.hmm	WP_082643002.1	3.70E-96	1	239	1	414	239	41	291	Maribacter dokdonensis DSW-8
GH29.hmm	WP_082643005.1	5.30E-74	0.83	346	48	752	334	69	399	Maribacter dokdonensis DSW-8
CBM32.hmm	WP_082643005.1	2.00E-18	0.9	124	11	752	122	626	748	Maribacter dokdonensis DSW-8
GH115.hmm	WP_157490846.1	6.40E-31	0.64	697	12	684	456	33	510	Maribacter dokdonensis DSW-8
GT26.hmm	WP_157490857.1	6.80E-52	0.98	171	3	254	171	55	226	Maribacter dokdonensis DSW-8
GT4.hmm	WP_157490887.1	3.00E-28	0.94	160	6	361	156	187	335	Maribacter dokdonensis DSW-8
GH32.hmm	WP_157490902.1	6.70E-100	0.98	293	1	507	287	32	337	Maribacter dokdonensis DSW-8
PL40.hmm	WP_157490911.1	2.80E-253	0.94	873	23	896	845	17	886	Maribacter dokdonensis DSW-8
CBM57.hmm	WP_157490940.1	9.50E-31	0.99	147	2	5920	147	628	769	Maribacter dokdonensis DSW-8
GH117.hmm	WP_167342562.1	1.50E-44	0.68	211	1	412	145	78	245	Maribacter dokdonensis DSW-8
GH113.hmm	WP_167342567.1	1.60E-79	0.99	306	3	771	306	460	766	Maribacter dokdonensis DSW-8
GH13_14.hmm	WP_167342580.1	1.40E-119	1	289	1	660	289	196	520	Maribacter dokdonensis DSW-8
CE11.hmm	WP_058102619.1	2.40E-77	0.86	271	1	466	233	8	241	Maribacter dokdonensis MAR_2009_60
GT2_Glyco_tranf_2_3.hmm	WP_058102674.1	9.30E-20	0.74	230	60	476	230	143	332	Maribacter dokdonensis MAR_2009_60
GT4.hmm	WP_058103280.1	1.80E-36	0.94	160	6	379	156	195	342	Maribacter dokdonensis MAR_2009_60
CE1.hmm	WP_058103302.1	3.10E-29	0.9	227	4	238	208	34	217	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_058103430.1	2.30E-24	0.95	170	2	379	164	142	306	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_058104037.1	3.30E-22	0.98	126	2	463	125	54	169	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_058104479.1	2.30E-16	0.93	126	3	485	120	49	159	Maribacter dokdonensis MAR_2009_60
GT5.hmm	WP_058104846.1	1.40E-45	0.47	472	1	269	221	5	235	Maribacter dokdonensis MAR_2009_60
GT2_Glyco_tranf_2_3.hmm	WP_058105027.1	9.40E-28	0.98	230	1	494	227	56	283	Maribacter dokdonensis MAR_2009_60
AA3.hmm	WP_058105506.1	1.60E-57	0.52	618	83	573	404	3	571	Maribacter dokdonensis MAR_2009_60
GH31.hmm	WP_058105754.1	5.00E-167	1	427	1	800	427	229	673	Maribacter dokdonensis MAR_2009_60
GT27.hmm	WP_058105879.1	1.40E-18	0.79	295	2	333	236	5	231	Maribacter dokdonensis MAR_2009_60
GH73.hmm	WP_071340259.1	1.80E-34	0.98	128	2	274	128	76	205	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_071340822.1	2.30E-25	0.76	170	1	235	131	4	127	Maribacter dokdonensis MAR_2009_60
AA3.hmm	WP_074671152.1	2.20E-53	0.52	618	80	570	403	3	567	Maribacter dokdonensis MAR_2009_60
GT5.hmm	WP_074672200.1	7.60E-112	0.99	472	3	511	470	5	508	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_074672750.1	3.80E-20	0.57	170	1	272	98	7	105	Maribacter dokdonensis MAR_2009_60
GH23.hmm	WP_074674220.1	1.90E-22	0.93	135	2	318	128	103	241	Maribacter dokdonensis MAR_2009_60
GT19.hmm	WP_091601613.1	8.60E-125	0.99	354	2	373	352	4	353	Maribacter dokdonensis MAR_2009_60
PL17.hmm	WP_091601826.1	2.00E-52	0.98	139	1	743	137	401	535	Maribacter dokdonensis MAR_2009_60
PL6.hmm	WP_091601829.1	5.50E-143	0.98	372	3	777	369	27	395	Maribacter dokdonensis MAR_2009_60
PL12.hmm	WP_091601832.1	3.90E-23	0.98	138	3	741	138	413	556	Maribacter dokdonensis MAR_2009_60
PL6.hmm	WP_091601835.1	2.20E-130	0.99	372	2	772	371	26	410	Maribacter dokdonensis MAR_2009_60
GH3.hmm	WP_091601859.1	2.00E-71	0.99	216	3	756	216	94	315	Maribacter dokdonensis MAR_2009_60
CE1.hmm	WP_091601862.1	1.10E-28	0.6	227	6	264	143	37	197	Maribacter dokdonensis MAR_2009_60
GH144.hmm	WP_091601865.1	1.50E-187	0.99	404	2	452	403	37	447	Maribacter dokdonensis MAR_2009_60
PL7.hmm	WP_091601967.1	2.60E-58	1	231	1	303	231	52	303	Maribacter dokdonensis MAR_2009_60
PL7.hmm	WP_091601970.1	9.30E-51	1	231	1	304	231	58	304	Maribacter dokdonensis MAR_2009_60
GT28.hmm	WP_091602166.1	3.20E-48	0.99	157	2	362	157	194	349	Maribacter dokdonensis MAR_2009_60
CBM9.hmm	WP_091602424.1	3.40E-18	0.87	182	2	732	161	38	207	Maribacter dokdonensis MAR_2009_60
GT51.hmm	WP_091602427.1	1.60E-57	0.98	177	4	753	177	69	247	Maribacter dokdonensis MAR_2009_60
GT83.hmm	WP_091602481.1	2.00E-30	0.59	540	31	457	350	31	346	Maribacter dokdonensis MAR_2009_60
CBM48.hmm	WP_091602571.1	4.10E-17	0.89	76	2	631	70	29	116	Maribacter dokdonensis MAR_2009_60
GH13_9.hmm	WP_091602571.1	1.30E-154	1	301	1	631	301	183	483	Maribacter dokdonensis MAR_2009_60
CBM57.hmm	WP_091602655.1	1.90E-24	0.98	147	2	2850	146	861	1021	Maribacter dokdonensis MAR_2009_60
GH88.hmm	WP_091602698.1	6.90E-127	0.98	329	6	399	329	67	386	Maribacter dokdonensis MAR_2009_60
CE1.hmm	WP_091602705.1	2.80E-52	0.96	227	1	277	219	31	262	Maribacter dokdonensis MAR_2009_60
GH97.hmm	WP_091602708.1	1.10E-148	0.99	631	4	668	630	20	664	Maribacter dokdonensis MAR_2009_60
GH29.hmm	WP_091602714.1	1.20E-115	0.92	346	26	449	346	21	366	Maribacter dokdonensis MAR_2009_60
PL33_2.hmm	WP_091602724.1	5.00E-40	0.98	151	1	650	149	438	582	Maribacter dokdonensis MAR_2009_60
GH117.hmm	WP_091602727.1	3.30E-21	0.75	211	51	365	210	187	341	Maribacter dokdonensis MAR_2009_60
GH28.hmm	WP_091602751.1	3.20E-42	0.65	325	69	511	280	226	442	Maribacter dokdonensis MAR_2009_60
GH2.hmm	WP_091602834.1	4.20E-106	0.82	752	24	973	640	34	743	Maribacter dokdonensis MAR_2009_60
GH16_12.hmm	WP_091602837.1	1.70E-95	1	239	1	414	239	41	291	Maribacter dokdonensis MAR_2009_60
GH29.hmm	WP_091602840.1	3.00E-97	0.95	346	16	521	346	19	391	Maribacter dokdonensis MAR_2009_60
GH117.hmm	WP_091602844.1	1.60E-49	0.59	211	2	400	126	102	236	Maribacter dokdonensis MAR_2009_60
GH117.hmm	WP_091602867.1	7.20E-52	0.67	211	2	417	143	89	243	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091602873.1	5.90E-18	0.96	126	2	445	123	59	183	Maribacter dokdonensis MAR_2009_60
CE1.hmm	WP_091602894.1	1.80E-38	0.95	227	4	269	219	30	258	Maribacter dokdonensis MAR_2009_60
GH16_16.hmm	WP_091602906.1	3.10E-103	1	246	1	348	246	76	343	Maribacter dokdonensis MAR_2009_60
GH117.hmm	WP_091602915.1	9.90E-51	0.55	211	1	381	117	75	202	Maribacter dokdonensis MAR_2009_60
GH85.hmm	WP_091602940.1	1.00E-90	0.98	315	5	635	314	89	394	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091603002.1	7.20E-24	0.94	126	2	457	120	41	157	Maribacter dokdonensis MAR_2009_60
GH29.hmm	WP_091603064.1	5.50E-74	0.83	346	48	752	334	69	399	Maribacter dokdonensis MAR_2009_60
CBM32.hmm	WP_091603064.1	2.10E-18	0.9	124	11	752	122	626	748	Maribacter dokdonensis MAR_2009_60
GH2.hmm	WP_091603200.1	3.40E-221	0.98	752	17	1068	751	62	947	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091603309.1	9.70E-22	0.98	126	1	378	124	8	121	Maribacter dokdonensis MAR_2009_60
CE1.hmm	WP_091603378.1	6.20E-16	0.89	227	7	639	210	381	606	Maribacter dokdonensis MAR_2009_60
GT20.hmm	WP_091603476.1	3.30E-177	0.97	475	13	737	473	2	470	Maribacter dokdonensis MAR_2009_60
GH15.hmm	WP_091603479.1	3.70E-72	0.98	361	5	600	360	222	582	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091603528.1	1.30E-30	0.75	170	1	319	129	4	134	Maribacter dokdonensis MAR_2009_60
GH13_19.hmm	WP_091603610.1	1.30E-81	0.62	360	136	563	360	181	429	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091603740.1	7.70E-28	0.84	170	1	335	144	6	147	Maribacter dokdonensis MAR_2009_60
PL7.hmm	WP_091603888.1	1.10E-33	0.98	231	4	305	231	65	304	Maribacter dokdonensis MAR_2009_60
AA12.hmm	WP_091604301.1	1.00E-21	0.84	401	12	395	350	48	341	Maribacter dokdonensis MAR_2009_60
PL7_5.hmm	WP_091604406.1	3.50E-70	0.9	267	25	367	265	61	342	Maribacter dokdonensis MAR_2009_60
CE14.hmm	WP_091604650.1	1.10E-24	0.99	124	1	238	124	6	111	Maribacter dokdonensis MAR_2009_60
CE14.hmm	WP_091604669.1	1.10E-18	0.91	124	1	843	114	45	157	Maribacter dokdonensis MAR_2009_60
CE14.hmm	WP_091604764.1	1.40E-22	0.99	124	1	294	124	27	137	Maribacter dokdonensis MAR_2009_60
PL7_5.hmm	WP_091604863.1	5.10E-61	0.61	267	103	352	265	116	341	Maribacter dokdonensis MAR_2009_60
GH43_1.hmm	WP_091605061.1	2.70E-164	1	310	1	339	310	22	331	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091605133.1	9.80E-31	0.98	170	1	335	167	7	172	Maribacter dokdonensis MAR_2009_60
CBM57.hmm	WP_091605296.1	1.00E-37	0.99	147	1	332	147	167	322	Maribacter dokdonensis MAR_2009_60
CBM57.hmm	WP_091605301.1	1.70E-32	0.99	147	2	3023	147	1002	1164	Maribacter dokdonensis MAR_2009_60
GT4.hmm	WP_091605343.1	7.00E-26	0.89	160	11	375	153	200	346	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091605357.1	5.70E-38	0.92	170	1	410	157	7	163	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091605368.1	4.40E-30	0.75	170	1	341	129	4	134	Maribacter dokdonensis MAR_2009_60
GH3.hmm	WP_091605383.1	4.20E-55	0.97	216	7	969	216	101	325	Maribacter dokdonensis MAR_2009_60
GH3.hmm	WP_091605438.1	2.80E-62	0.97	216	5	518	215	90	317	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091605524.1	4.90E-18	0.95	126	1	478	121	36	149	Maribacter dokdonensis MAR_2009_60
GH5_42.hmm	WP_091605660.1	3.20E-121	1	254	1	516	254	222	476	Maribacter dokdonensis MAR_2009_60
CBM9.hmm	WP_091605794.1	6.20E-35	0.99	182	2	244	182	40	242	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091605807.1	6.00E-31	0.97	170	1	319	166	10	166	Maribacter dokdonensis MAR_2009_60
GT83.hmm	WP_091605813.1	1.50E-75	0.94	540	6	552	512	3	511	Maribacter dokdonensis MAR_2009_60
GH20.hmm	WP_091605835.1	1.30E-104	0.97	337	9	536	335	174	487	Maribacter dokdonensis MAR_2009_60
GT9.hmm	WP_091605840.1	4.50E-28	0.9	225	3	358	206	73	319	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091605843.1	3.60E-21	0.82	170	2	264	142	10	141	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091605927.1	1.60E-24	0.96	126	1	449	122	43	160	Maribacter dokdonensis MAR_2009_60
GH88.hmm	WP_091606106.1	1.50E-123	0.98	329	5	395	328	71	390	Maribacter dokdonensis MAR_2009_60
GH29.hmm	WP_091606124.1	5.20E-91	0.88	346	38	431	344	23	314	Maribacter dokdonensis MAR_2009_60
GH92.hmm	WP_091606127.1	9.70E-144	0.99	491	5	774	490	241	772	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091606139.1	8.90E-16	0.9	126	1	451	115	44	155	Maribacter dokdonensis MAR_2009_60
GH78.hmm	WP_091606143.1	2.00E-97	0.99	504	3	611	502	40	575	Maribacter dokdonensis MAR_2009_60
GH63.hmm	WP_091606256.1	8.60E-24	0.36	570	364	875	567	425	872	Maribacter dokdonensis MAR_2009_60
GH63.hmm	WP_091606275.1	2.10E-24	0.35	570	363	875	565	419	868	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091606740.1	3.20E-22	0.76	170	2	284	132	5	142	Maribacter dokdonensis MAR_2009_60
GT30.hmm	WP_091606923.1	1.80E-46	0.93	177	11	416	176	46	207	Maribacter dokdonensis MAR_2009_60
GH109.hmm	WP_091607161.1	3.70E-48	0.98	126	2	450	126	36	160	Maribacter dokdonensis MAR_2009_60
GH1.hmm	WP_091607171.1	9.10E-151	0.99	429	3	453	427	12	452	Maribacter dokdonensis MAR_2009_60
CBM9.hmm	WP_091607178.1	1.20E-42	0.84	182	1	363	154	49	225	Maribacter dokdonensis MAR_2009_60
GT4.hmm	WP_091607240.1	7.00E-18	0.95	160	5	329	157	158	298	Maribacter dokdonensis MAR_2009_60
GT4.hmm	WP_091607242.1	3.80E-29	0.98	160	3	388	159	206	363	Maribacter dokdonensis MAR_2009_60
GT26.hmm	WP_091607250.1	1.10E-52	0.98	171	3	254	171	55	226	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091607259.1	7.20E-16	0.84	170	2	296	145	12	159	Maribacter dokdonensis MAR_2009_60
GH63.hmm	WP_091607542.1	5.50E-50	0.36	570	362	437	566	33	435	Maribacter dokdonensis MAR_2009_60
AA3.hmm	WP_091607640.1	1.10E-46	0.51	618	87	567	401	4	561	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091607670.1	1.30E-30	0.96	170	1	477	165	122	289	Maribacter dokdonensis MAR_2009_60
GH74.hmm	WP_091607686.1	7.90E-17	0.38	233	23	1041	112	145	244	Maribacter dokdonensis MAR_2009_60
GT51.hmm	WP_091607805.1	8.80E-58	0.99	177	1	781	176	67	244	Maribacter dokdonensis MAR_2009_60
GT9.hmm	WP_091607897.1	9.40E-31	0.89	225	2	334	202	59	287	Maribacter dokdonensis MAR_2009_60
AA2.hmm	WP_091607977.1	1.70E-16	0.43	255	8	748	118	87	199	Maribacter dokdonensis MAR_2009_60
GH13_4.hmm	WP_091608290.1	5.30E-178	1	400	2	643	400	101	499	Maribacter dokdonensis MAR_2009_60
GT83.hmm	WP_091608447.1	8.40E-20	0.64	540	4	493	347	16	346	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091608564.1	6.60E-25	0.97	170	2	242	167	6	170	Maribacter dokdonensis MAR_2009_60
GH65.hmm	WP_091608677.1	3.20E-146	0.99	372	1	767	371	323	702	Maribacter dokdonensis MAR_2009_60
GH13_38.hmm	WP_091608680.1	3.30E-179	0.99	375	1	591	374	31	426	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091608721.1	1.50E-21	0.83	170	2	229	143	6	139	Maribacter dokdonensis MAR_2009_60
GT2_Glycos_transf_2.hmm	WP_091608734.1	1.10E-20	0.74	170	1	234	127	9	128	Maribacter dokdonensis MAR_2009_60
GH24.hmm	WP_091608799.1	4.30E-40	0.99	137	2	151	137	5	144	Maribacter dokdonensis MAR_2009_60
CBM48.hmm	WP_091608837.1	9.10E-18	0.92	76	3	588	73	1	82	Maribacter dokdonensis MAR_2009_60
GH13_9.hmm	WP_091608837.1	7.20E-77	0.99	301	1	588	299	138	437	Maribacter dokdonensis MAR_2009_60
GH144.hmm	WP_091608842.1	1.50E-182	0.99	404	2	452	403	35	449	Maribacter dokdonensis MAR_2009_60
CBM57.hmm	WP_091608879.1	2.10E-35	0.99	147	2	2854	147	1268	1436	Maribacter dokdonensis MAR_2009_60
PL40.hmm	WP_091608882.1	7.00E-250	0.97	873	19	918	864	2	901	Maribacter dokdonensis MAR_2009_60
GH141.hmm	WP_091608884.1	9.50E-58	0.99	527	2	789	523	25	543	Maribacter dokdonensis MAR_2009_60
PL40.hmm	WP_091608886.1	3.10E-253	0.94	873	23	898	846	19	889	Maribacter dokdonensis MAR_2009_60
GH29.hmm	WP_091608897.1	4.50E-119	0.96	346	15	518	346	24	402	Maribacter dokdonensis MAR_2009_60
GH10.hmm	WP_091608994.1	2.20E-108	0.99	303	1	361	302	18	354	Maribacter dokdonensis MAR_2009_60
GH3.hmm	WP_091609044.1	1.20E-68	0.98	216	3	854	215	61	303	Maribacter dokdonensis MAR_2009_60
CBM9.hmm	WP_091609069.1	4.80E-22	0.8	182	1	877	147	45	199	Maribacter dokdonensis MAR_2009_60
GH16_3.hmm	WP_091609073.1	1.30E-60	0.97	230	8	314	230	77	313	Maribacter dokdonensis MAR_2009_60
GH23.hmm	WP_091609103.1	3.80E-25	0.87	135	2	542	120	175	309	Maribacter dokdonensis MAR_2009_60
GH32.hmm	WP_091609159.1	6.80E-100	0.98	293	1	507	287	32	337	Maribacter dokdonensis MAR_2009_60
GH113.hmm	WP_157681139.1	1.60E-79	0.99	306	3	771	306	460	766	Maribacter dokdonensis MAR_2009_60
